Scenario,lambda,env.beta,seed,sigma2x,kappa,nsamp,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Large,-3,1.2,729295,1,0.05,200,15,122,jointcov,0.463731046,0.58829311,"61, 101, 121, 141, 181, 201, 221, 281, 301, 381, 261, 341","1, 161, 181, 201, 241, 341, 121, 41, 81, 321, 361, 21, 381",380.3732295,37
Large,-3,1.2,729295,1,0.05,200,15,122,covariate,0.623959927,0.10981632,"1, 21, 41, 101, 121, 181, 201, 221, 261, 281, 321, 61, 141, 381, 301, 81, 241","121, 161, 261, 361, 21, 81, 101, 201, 301, 1, 41, 181, 281, 321, 61, 221, 341, 381",24.55300689,37
Large,-3,1.2,729295,1,0.05,200,15,122,covariatebias,0.616715673,0.078422713,"1, 21, 41, 101, 121, 181, 201, 261, 281, 141, 221, 381, 61, 301, 81, 241","41, 121, 161, 261, 301, 361, 381, 21, 81, 101, 201, 221, 281, 1, 181, 321, 61, 341",29.14696431,37
Large,-3,1.2,729295,1,0.05,200,15,122,correlation_str,0.593210003,0.299177005,"1, 21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 321, 381, 301, 241","41, 161, 201, 261, 21, 101, 121, 281, 301, 361, 1, 61, 81, 241, 321, 381, 221, 341",53.94156766,37
Large,-3,1.2,729295,1,0.05,200,15,122,correlation_uns,0.967491834,0.297064773,"1, 61, 141, 201, 221, 241, 301, 321, 381, 81, 161","41, 181, 201, 261, 281, 341, 361, 21, 101, 121, 221, 301, 381, 61, 141",53.94156766,37
Large,-3,1.2,729295,1,0.05,200,15,122,correlationbias_str,0.526989932,0.508689953,"21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 381, 301","1, 41, 81, 161, 181, 241, 121, 201, 361, 281, 321, 61, 381",51.91180563,37
Large,-3,1.2,729295,1,0.05,200,15,122,correlationbias_uns,0.465921245,0.581393253,"61, 101, 121, 141, 181, 201, 221, 281, 301, 261, 381, 341","81, 161, 181, 201, 241, 321, 341, 1, 121, 41, 361, 21, 61, 101, 221, 261, 301",51.91180563,37
Large,-3,1.2,602708,1,0.05,200,17,214,structured,0.747752439,0.542470383,"1, 21, 41, 81, 101, 121, 161, 201, 281, 321, 341, 361, 381, 61, 141, 221, 301, 261","141, 161, 181, 201, 221, 241, 301, 341, 381, 21, 61, 101, 281, 321, 1, 41, 81, 121, 261, 361",159.9277461,38
Large,-3,1.2,602708,1,0.05,200,17,214,unstructured,2.046959135,0.441597575,"61, 301, 381, 41, 141, 221, 281, 361, 121, 201","1, 81, 101, 161, 181, 241, 261, 321, 341, 21",37.92485809,38
Large,-3,1.2,602708,1,0.05,200,17,214,joint,0.977058857,0.483674333,"41, 61, 141, 241, 301, 321, 341, 381, 221, 361, 121, 201, 281","21, 81, 101, 161, 181, 261, 281, 341, 201, 241, 321, 1, 361",68.76807666,38
Large,-3,1.2,602708,1,0.05,200,17,214,unstructuredcov,4.448199284,0.802970474,"1, 41, 81, 121, 161, 341, 21, 101, 241, 321, 381, 261","41, 61, 121, 141, 201, 221, 261, 281, 301, 341, 361, 381, 21",40.36222672,38
Large,-3,1.2,602708,1,0.05,200,17,214,jointcov,0.446198303,0.90879486,"21, 41, 101, 121, 181, 261, 301, 321, 341, 381, 61, 161, 241, 361, 1, 141, 221","61, 81, 101, 141, 161, 201, 221, 261, 321, 361, 381, 1, 21, 41, 121, 181, 301, 341, 241, 281",64.88471103,38
Large,-3,1.2,602708,1,0.05,200,17,214,covariate,0.855389622,0.507311447,"1, 21, 41, 81, 101, 121, 161, 181, 201, 281, 301, 341, 361, 381, 61, 141","241, 261, 321, 1, 21, 81, 101, 121, 161, 201, 281, 301, 361, 381, 41, 61, 141, 221, 341",18.67727518,38
Large,-3,1.2,602708,1,0.05,200,17,214,covariatebias,0.804789346,0.518356311,"1, 21, 41, 81, 101, 121, 161, 181, 201, 281, 301, 341, 361, 381, 61, 141, 241","141, 181, 221, 241, 261, 301, 321, 341, 1, 21, 81, 101, 121, 161, 201, 281, 361, 381, 41, 61",22.27211285,38
Large,-3,1.2,602708,1,0.05,200,17,214,correlation_str,0.752745027,0.649743434,"1, 21, 41, 61, 81, 101, 121, 161, 181, 201, 281, 301, 341, 381, 141, 221, 361","161, 181, 241, 261, 321, 1, 81, 121, 281, 361, 41, 61, 141, 201, 341, 101, 221, 301, 381",60.45978069,38
Large,-3,1.2,602708,1,0.05,200,17,214,correlation_uns,1.023332726,0.463039446,"61, 241, 301, 321, 341, 381, 41, 141, 221, 361, 121, 201","21, 101, 161, 181, 261, 281, 341, 241, 321, 1, 361",60.45978069,38
Large,-3,1.2,602708,1,0.05,200,17,214,correlationbias_str,0.641888274,0.738438181,"1, 21, 41, 81, 101, 121, 161, 181, 201, 261, 281, 301, 341, 361, 381, 61, 141, 221","141, 181, 201, 221, 241, 261, 301, 321, 1, 81, 281, 361, 381, 41, 61, 121, 161, 101, 341",53.17423677,38
Large,-3,1.2,602708,1,0.05,200,17,214,correlationbias_uns,0.571251888,0.880424534,"1, 21, 41, 81, 101, 121, 161, 341, 381, 241, 281, 321, 361, 141, 221, 301, 61, 261","41, 61, 141, 181, 201, 221, 241, 261, 301, 321, 341, 361, 1, 101, 121, 281, 381, 21",53.17423677,38
Large,-3,1.2,758139,1,0.05,200,32,345,structured,1.359257738,0.466585321,"61, 121, 201, 281, 361, 381, 21, 41, 141, 221, 301, 261, 341, 321","1, 21, 41, 81, 101, 161, 181, 201, 221, 241, 261, 321, 341, 381, 61, 141, 361",133.5799494,39
Large,-3,1.2,758139,1,0.05,200,32,345,unstructured,2.259981647,-0.028703439,"61, 141, 381, 221, 281, 301, 201","1, 81, 101, 161, 181, 241, 261, 341, 321, 21",40.13939476,39
Large,-3,1.2,758139,1,0.05,200,32,345,joint,1.057137094,0.103679452,"61, 141, 221, 381, 281, 301, 201","1, 21, 81, 101, 181, 241, 261, 281, 321, 341, 161, 361, 201",68.72968411,39
Large,-3,1.2,758139,1,0.05,200,32,345,unstructuredcov,4.085435916,0.807429308,"1, 81, 241, 321, 341, 21, 121, 141, 161, 181, 221, 281, 301, 361, 381, 61, 201","21, 41, 61, 101, 121, 141, 181, 201, 221, 281, 301, 341, 361, 381, 81, 161, 241, 261",36.39028287,39
Large,-3,1.2,758139,1,0.05,200,32,345,jointcov,0.449749415,0.837746899,"1, 61, 81, 141, 241, 321, 121, 161, 221, 281, 301, 361, 381, 201","21, 41, 61, 81, 121, 141, 181, 201, 221, 241, 281, 301, 341, 361, 101, 261, 381, 1, 161, 321",66.61086893,39
Large,-3,1.2,758139,1,0.05,200,32,345,covariate,0.553001919,0.696084542,"1, 61, 81, 101, 141, 181, 261, 341, 361, 381, 41, 221, 301, 121, 201, 281, 21, 241, 321","41, 101, 121, 181, 221, 241, 281, 301, 321, 361, 381, 1, 21, 81, 161, 201, 341, 141",18.69874787,39
Large,-3,1.2,758139,1,0.05,200,32,345,covariatebias,0.522560645,0.700550436,"1, 61, 101, 141, 161, 181, 241, 261, 341, 361, 381, 41, 221, 281, 301, 121, 201, 21, 321","41, 61, 81, 101, 121, 161, 181, 221, 241, 281, 321, 1, 21, 201, 301, 341, 381, 141, 361",20.60982203,39
Large,-3,1.2,758139,1,0.05,200,32,345,correlation_str,0.540272933,0.701797906,"1, 61, 101, 141, 221, 381, 281, 301, 121, 201","41, 81, 101, 161, 181, 241, 261, 281, 361, 321, 341, 1, 21",60.62639761,39
Large,-3,1.2,758139,1,0.05,200,32,345,correlation_uns,1.131097674,0.027243598,"61, 141, 381, 221, 301, 161","1, 21, 101, 181, 241, 261, 281, 81, 161, 341, 361, 201",60.62639761,39
Large,-3,1.2,758139,1,0.05,200,32,345,correlationbias_str,0.457219967,0.833008656,"1, 61, 81, 141, 241, 381, 121, 221, 281, 301, 361, 201, 321","1, 21, 41, 61, 81, 101, 121, 141, 181, 261, 281, 361, 241, 301, 341, 381, 161, 221, 321, 201",53.57387257,39
Large,-3,1.2,758139,1,0.05,200,32,345,correlationbias_uns,0.458031015,0.8363826,"1, 61, 81, 141, 241, 321, 21, 121, 161, 221, 281, 301, 361, 381, 201","21, 41, 61, 81, 121, 141, 161, 181, 201, 221, 241, 281, 301, 341, 361, 101, 261, 381, 321, 1",53.57387257,39
Large,-3,1.2,160760,1,0.05,200,62,1166,structured,0.517407186,0.848611189,"1, 21, 61, 81, 101, 141, 161, 221, 241, 281, 301, 321, 381, 121, 181, 201, 361, 41, 261, 341","1, 41, 81, 101, 201, 261, 281, 341, 361, 21, 61, 141, 181, 221, 121, 161, 241, 301, 381",29.27104545,40
Large,-3,1.2,160760,1,0.05,200,62,1166,unstructured,2.4146376,0.541761461,"61, 141, 221, 301, 381","81, 161, 241, 321, 1, 21, 341, 261",49.71097112,40
Large,-3,1.2,160760,1,0.05,200,62,1166,joint,1.052170434,0.647253019,"61, 141, 221, 301, 381","1, 81, 101, 181, 261, 341, 21, 161, 201, 241, 281, 361",87.46643543,40
Large,-3,1.2,160760,1,0.05,200,62,1166,unstructuredcov,5.402078152,0.843347618,"1, 21, 81, 101, 161, 181, 241, 321, 221, 301","41, 61, 121, 141, 201, 221, 281, 301, 361, 381",49.48929071,40
Large,-3,1.2,160760,1,0.05,200,62,1166,jointcov,0.431251036,0.912292536,"1, 21, 61, 81, 101, 121, 141, 161, 181, 241, 321, 41, 201, 221, 281, 301, 361, 381","21, 41, 101, 121, 181, 241, 321, 341, 361, 381, 81, 141, 261, 61, 201, 281, 1, 161, 221, 301",86.71454358,40
Large,-3,1.2,160760,1,0.05,200,62,1166,covariate,0.46553629,0.881482478,"1, 21, 41, 61, 81, 101, 141, 221, 241, 301, 321, 381, 121, 201, 281, 361, 261, 341","21, 101, 141, 201, 241, 281, 361, 381, 1, 41, 81, 181, 261, 341, 121, 161, 301, 61, 221",21.62540722,40
Large,-3,1.2,160760,1,0.05,200,62,1166,covariatebias,0.464022294,0.882009326,"1, 21, 41, 61, 81, 101, 141, 221, 241, 281, 301, 321, 381, 121, 201, 361, 261, 341","1, 21, 101, 141, 201, 241, 261, 281, 361, 381, 41, 81, 181, 341, 121, 161, 301, 61, 221",25.18138361,40
Large,-3,1.2,160760,1,0.05,200,62,1166,correlation_str,0.417670639,0.903073145,"21, 61, 81, 141, 161, 221, 241, 301, 321, 381, 1, 201, 281, 361, 41, 121, 261","21, 41, 81, 121, 141, 161, 181, 201, 221, 261, 281, 321, 341, 361, 61, 101, 241, 1, 301",78.72785926,40
Large,-3,1.2,160760,1,0.05,200,62,1166,correlation_uns,1.199845102,0.563802047,"61, 141, 221, 241, 301, 381, 1","1, 21, 61, 181, 261, 281, 341, 41, 81, 101, 121, 201, 361",78.72785926,40
Large,-3,1.2,160760,1,0.05,200,62,1166,correlationbias_str,0.381288081,0.923439256,"1, 21, 61, 81, 101, 141, 161, 181, 221, 241, 301, 321, 381, 121, 201, 281, 361, 41, 261","81, 101, 121, 181, 201, 241, 261, 281, 301, 321, 341, 361, 21, 61, 141, 1, 161, 381, 221",79.49700713,40
Large,-3,1.2,160760,1,0.05,200,62,1166,correlationbias_uns,0.517679745,0.885867734,"1, 21, 61, 81, 101, 121, 141, 161, 181, 241, 321, 41, 201, 221, 281, 301, 361","121, 141, 261, 1, 21, 101, 181, 341, 381, 41, 201, 221, 281, 301, 61, 241",79.49700713,40
Large,-3,1.2,698863,1,0.05,200,33,504,structured,0.800397937,0.800874306,"1, 61, 81, 141, 201, 221, 281, 301, 161, 241, 321, 381, 361","21, 101, 181, 261, 321, 341, 381, 41, 121, 201, 281, 361, 61, 221, 301, 1, 161, 241",19.52817941,41
Large,-3,1.2,698863,1,0.05,200,33,504,unstructured,2.011435701,0.752542228,"41, 61, 121, 141, 201, 221, 281, 301, 381","1, 81, 161, 241, 321, 21, 101, 181, 261, 341",36.01798964,41
Large,-3,1.2,698863,1,0.05,200,33,504,joint,0.897847279,0.768723837,"61, 121, 141, 201, 221, 281, 301, 381, 241, 321","21, 101, 261, 341, 1, 181, 281, 321, 361, 41, 121, 241, 381",64.74527574,41
Large,-3,1.2,698863,1,0.05,200,33,504,unstructuredcov,4.268674343,0.81464163,"1, 21, 81, 101, 121, 161, 181, 201, 241, 321, 221, 301, 381","221, 301, 361, 381, 41, 61, 121, 141, 201, 281, 181, 261",38.39473391,41
Large,-3,1.2,698863,1,0.05,200,33,504,jointcov,0.39275143,0.9023788,"61, 301, 381, 1, 221, 281, 361, 21, 41, 101, 121, 181, 261, 341","61, 101, 241, 261, 301, 361, 21, 141, 1, 81, 381, 121, 161, 221, 281, 321",64.31667018,41
Large,-3,1.2,698863,1,0.05,200,33,504,covariate,0.597252402,0.805514627,"1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 281, 241, 301, 321, 361, 381","101, 261, 41, 61, 121, 181, 281, 141, 241, 161, 221, 301",21.66655064,41
Large,-3,1.2,698863,1,0.05,200,33,504,covariatebias,0.539237825,0.819957602,"1, 21, 61, 81, 101, 121, 141, 161, 181, 201, 281, 221, 241, 301, 321, 361, 381, 41","21, 41, 101, 301, 321, 361, 61, 81, 161, 181, 241, 381, 201, 221, 281, 341, 121",22.18134403,41
Large,-3,1.2,698863,1,0.05,200,33,504,correlation_str,0.504764677,0.859647533,"1, 61, 81, 121, 141, 161, 181, 201, 221, 281, 301, 361, 381, 41","101, 181, 241, 261, 141",71.60453391,41
Large,-3,1.2,698863,1,0.05,200,33,504,correlation_uns,0.952777705,0.750760566,"1, 61, 141, 201, 221, 281, 301, 81, 321, 381, 161, 241","21, 41, 101, 181, 261, 341, 381, 121, 201, 281, 361",71.60453391,41
Large,-3,1.2,698863,1,0.05,200,33,504,correlationbias_str,0.416663211,0.888900502,"1, 61, 81, 141, 181, 201, 281, 381, 221, 241, 301, 361, 41, 261","181, 221, 261, 301, 321, 341, 381, 21, 201, 281, 1, 61, 101, 141",60.38479495,41
Large,-3,1.2,698863,1,0.05,200,33,504,correlationbias_uns,0.455166265,0.878138164,"81, 161, 241, 301, 381, 1, 61, 221, 281, 361, 41, 181, 261, 321","1, 61, 141, 181, 221, 301, 21, 41, 81, 121, 201, 261, 281, 321, 341, 101, 161, 241, 361",60.38479495,41
Large,-3,1.2,317462,1,0.05,200,14,254,structured,0.638665927,0.637424001,"1, 21, 41, 61, 81, 101, 121, 141, 201, 301, 381, 161, 241, 221, 281, 361","61, 81, 241, 261, 321, 341, 381, 1, 41, 101, 181, 201, 221, 281, 301, 361, 21, 141, 161",73.65828419,42
Large,-3,1.2,317462,1,0.05,200,14,254,unstructured,2.21204407,0.748731338,"61, 141, 221, 301, 361, 381, 41, 121, 201, 281","81, 161, 241, 261, 321, 341, 1, 21, 101",29.04141855,42
Large,-3,1.2,317462,1,0.05,200,14,254,joint,1.250274504,0.756699442,"61, 141, 221, 301, 381, 41, 121, 201, 281, 361","1, 21, 41, 121, 161, 181, 261, 341, 81, 101, 241, 321",48.27645946,42
Large,-3,1.2,317462,1,0.05,200,14,254,unstructuredcov,4.611401649,0.683783136,"1, 81, 161, 241, 321, 21, 101, 181, 261, 341, 281, 361, 381","41, 61, 121, 141, 201, 281, 301, 381, 21, 101, 221, 361",36.51714063,42
Large,-3,1.2,317462,1,0.05,200,14,254,jointcov,0.482628362,0.788356098,"1, 41, 61, 81, 121, 141, 201, 21, 101, 161, 221, 301, 361, 381, 241, 281, 341","21, 101, 141, 161, 181, 221, 241, 321, 341, 361, 1, 121, 261, 281, 381, 61, 81, 201, 301, 41",61.66235995,42
Large,-3,1.2,317462,1,0.05,200,14,254,covariate,0.567530369,0.701517067,"1, 21, 41, 61, 81, 101, 121, 141, 201, 161, 221, 281, 301, 361, 381, 241, 321","101, 161, 221, 241, 261, 281, 361, 1, 81, 121, 181, 341, 41, 201, 301, 321, 21, 141",22.12256861,42
Large,-3,1.2,317462,1,0.05,200,14,254,covariatebias,0.564808745,0.69610403,"1, 21, 41, 61, 81, 101, 121, 141, 201, 301, 381, 161, 241, 361","81, 241, 261, 301, 361, 1, 41, 61, 141, 181, 201, 281, 341, 21, 121, 161, 221, 321, 381",21.48140025,42
Large,-3,1.2,317462,1,0.05,200,14,254,correlation_str,0.687566211,0.751140812,"61, 141, 301, 381, 41, 121, 201, 221, 281, 361, 161, 241, 321","61, 81, 101, 141, 181, 201, 241, 261, 281, 1, 21, 161, 321, 341, 361, 41",59.00820231,42
Large,-3,1.2,317462,1,0.05,200,14,254,correlation_uns,1.144800576,0.750435022,"61, 141, 221, 301, 381, 41, 121, 201, 281, 361","21, 41, 81, 101, 121, 181, 201, 261, 281, 341, 361, 241, 321",59.00820231,42
Large,-3,1.2,317462,1,0.05,200,14,254,correlationbias_str,0.492157718,0.776120075,"1, 41, 61, 81, 121, 141, 161, 201, 381, 101, 301, 21, 361, 281, 341","21, 81, 141, 161, 221, 241, 261, 281, 301, 321, 361, 381, 1, 41, 61, 121, 181, 341, 201, 101",55.50231624,42
Large,-3,1.2,317462,1,0.05,200,14,254,correlationbias_uns,0.514604247,0.760865295,"1, 41, 61, 81, 121, 141, 201, 381, 101, 161, 241, 301, 321, 361, 281, 341","21, 101, 141, 181, 241, 281, 301, 321, 341, 361, 381, 1, 41, 61, 81, 121, 261, 201, 221",55.50231624,42
Large,-3,1.2,480545,1,0.05,200,24,136,structured,0.647110438,0.801882456,"61, 101, 121, 141, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 41, 81, 161","101, 121, 161, 341, 21, 41, 201, 241, 281, 301, 61, 181, 221, 381, 1, 141, 261",16.88665032,43
Large,-3,1.2,480545,1,0.05,200,24,136,unstructured,2.152642339,0.086311293,"61, 141, 201, 221, 281, 301, 361, 381, 41, 121","21, 101, 161, 181, 261, 341, 1, 81, 241, 321",27.81337333,43
Large,-3,1.2,480545,1,0.05,200,24,136,joint,1.072819924,0.290785128,"61, 141, 221, 281, 301, 361, 381, 81, 161, 241, 321, 341, 1, 21, 101","41, 121, 201, 241, 361, 101, 181, 261, 281, 21, 341",51.88872004,43
Large,-3,1.2,480545,1,0.05,200,24,136,unstructuredcov,2.629666884,0.356230245,"61, 141, 201, 221, 281, 301, 361, 381, 41, 121","21, 101, 121, 181, 201, 261, 281, 341, 361, 1, 81, 161, 241, 321",26.60202241,43
Large,-3,1.2,480545,1,0.05,200,24,136,jointcov,0.477596111,0.847193519,"1, 21, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 41","81, 121, 161, 341, 1, 21, 181, 201, 221, 261, 301, 321, 361, 381, 61, 141, 241, 281, 101",47.88426828,43
Large,-3,1.2,480545,1,0.05,200,24,136,covariate,0.552850441,0.821899001,"61, 81, 101, 141, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 41, 121, 161","1, 261, 361, 21, 121, 201, 221, 241, 281, 301, 321, 341, 381, 41, 61, 101, 161, 181, 81, 141",22.61972022,43
Large,-3,1.2,480545,1,0.05,200,24,136,covariatebias,0.545218894,0.822250177,"61, 81, 101, 141, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 41, 121, 161","1, 41, 121, 361, 21, 161, 201, 221, 241, 281, 301, 321, 341, 381, 61, 101, 181, 261, 81, 141",23.15439773,43
Large,-3,1.2,480545,1,0.05,200,24,136,correlation_str,0.557267688,0.814737743,"61, 121, 141, 201, 221, 241, 281, 301, 321, 361, 381, 41, 21, 81, 101","21, 41, 161, 181, 281, 121, 301, 321, 381, 61, 141, 241, 261, 341, 81, 101, 201",58.15663385,43
Large,-3,1.2,480545,1,0.05,200,24,136,correlation_uns,1.190788965,0.114545045,"61, 141, 201, 221, 281, 301, 361, 381, 41, 121","1, 41, 81, 121, 161, 201, 241, 281, 321, 361, 21, 101, 181, 261, 341",58.15663385,43
Large,-3,1.2,480545,1,0.05,200,24,136,correlationbias_str,0.517196855,0.832802153,"61, 121, 141, 161, 201, 221, 241, 281, 301, 321, 361, 381, 41, 1, 21, 81, 101","21, 41, 101, 341, 81, 161, 221, 241, 261, 301, 321, 381, 61, 121, 141, 181, 281, 201",54.06346631,43
Large,-3,1.2,480545,1,0.05,200,24,136,correlationbias_uns,0.727396503,0.621744504,"61, 141, 201, 221, 281, 301, 361, 381, 41, 121, 1, 21, 81, 101","1, 41, 81, 121, 161, 241, 321, 341, 361, 21, 101, 181, 201, 261, 281",54.06346631,43
Large,-3,1.2,669508,1,0.05,200,21,202,structured,0.599264188,0.784448142,"1, 41, 81, 101, 181, 221, 261, 301, 381, 201, 281, 341, 361, 21, 121, 141, 161, 241, 321","21, 61, 101, 121, 141, 201, 221, 301, 321, 341, 361, 41, 181, 241, 261, 1, 381",20.21551442,44
Large,-3,1.2,669508,1,0.05,200,21,202,unstructured,2.444402724,0.256753173,"41, 61, 121, 141, 201, 221, 301, 381, 281","1, 81, 161, 241, 321, 261, 341, 21",29.38221788,44
Large,-3,1.2,669508,1,0.05,200,21,202,joint,1.205152037,0.411577169,"121, 141, 201, 221, 301, 381, 61, 281","1, 21, 101, 161, 181, 241, 261, 321, 341, 361, 81, 121, 201, 281, 41",53.27502894,44
Large,-3,1.2,669508,1,0.05,200,21,202,unstructuredcov,3.020293472,0.460521559,"41, 61, 121, 141, 181, 201, 221, 261, 301, 381, 281","1, 81, 161, 321, 181, 241, 261, 341, 21, 101",30.46938324,44
Large,-3,1.2,669508,1,0.05,200,21,202,jointcov,0.40810109,0.907804151,"121, 181, 201, 261, 281, 301, 341, 381, 61, 141, 221, 361, 21, 101","1, 41, 61, 81, 161, 201, 221, 281, 301, 341, 101, 141, 241, 261, 321, 181, 361, 121",58.26778507,44
Large,-3,1.2,669508,1,0.05,200,21,202,covariate,0.602277883,0.781799914,"1, 41, 81, 181, 221, 261, 301, 381, 201, 281, 341, 361, 21, 101, 121, 141, 161, 241, 321","21, 101, 121, 141, 201, 221, 301, 321, 341, 361, 1, 41, 181, 241, 261, 381, 61",18.95504665,44
Large,-3,1.2,669508,1,0.05,200,21,202,covariatebias,0.594625949,0.785250141,"1, 41, 81, 101, 181, 221, 261, 301, 381, 201, 281, 341, 361, 21, 121, 141, 161, 241, 321","21, 81, 101, 121, 141, 161, 201, 221, 301, 321, 341, 361, 41, 181, 241, 261, 1, 381, 61",19.44236708,44
Large,-3,1.2,669508,1,0.05,200,21,202,correlation_str,0.509231438,0.846469849,"261, 181, 221, 241, 301, 381, 61, 201, 281, 341, 361, 21, 121, 141, 161, 321","21, 41, 81, 101, 221, 241, 301, 321, 341, 361, 121, 141, 161, 1, 181, 201, 261, 381",59.88312411,44
Large,-3,1.2,669508,1,0.05,200,21,202,correlation_uns,1.342597689,0.270417766,"121, 141, 201, 221, 301, 381, 61, 321, 1","21, 41, 101, 121, 181, 241, 261, 341, 361, 201, 281",59.88312411,44
Large,-3,1.2,669508,1,0.05,200,21,202,correlationbias_str,0.454921835,0.88471453,"181, 261, 381, 61, 201, 221, 241, 301, 281, 341, 361, 21, 121, 141, 161, 321","21, 61, 101, 121, 141, 161, 221, 301, 321, 341, 361, 1, 81, 241, 41, 181, 201, 261, 381",58.95685077,44
Large,-3,1.2,669508,1,0.05,200,21,202,correlationbias_uns,0.687281043,0.722749339,"121, 141, 181, 201, 221, 261, 301, 341, 381, 61, 281, 21","1, 21, 41, 101, 161, 241, 281, 321, 341, 361, 81, 261, 121, 221, 301, 381, 181, 201",58.95685077,44
Large,-3,1.2,494486,1,0.05,200,28,639,structured,0.638178327,0.779614324,"61, 121, 141, 221, 301, 381, 201, 281, 361, 41, 21, 101","21, 81, 101, 161, 361, 121, 241, 301, 341, 201, 321, 381, 41, 221",44.09640598,45
Large,-3,1.2,494486,1,0.05,200,28,639,unstructured,2.228441301,0.767624303,"41, 61, 121, 141, 221, 301, 381, 281","1, 81, 161, 241, 261, 321, 341, 21, 101, 181",33.00930858,45
Large,-3,1.2,494486,1,0.05,200,28,639,joint,1.152550537,0.795391792,"41, 61, 121, 141, 221, 301, 381, 281","1, 21, 81, 101, 161, 181, 241, 261, 321, 341, 281, 361, 41",54.90457034,45
Large,-3,1.2,494486,1,0.05,200,28,639,unstructuredcov,4.690524436,0.861640582,"1, 21, 41, 61, 81, 141, 161, 221, 241, 301, 321, 381","41, 61, 121, 141, 201, 221, 281, 301, 361, 381",35.7371912,45
Large,-3,1.2,494486,1,0.05,200,28,639,jointcov,0.443867199,0.900454199,"21, 41, 61, 141, 221, 301, 381, 201, 281, 361, 121","81, 341, 381, 1, 161, 281, 101, 321, 361, 21, 41, 121, 201",69.13918591,45
Large,-3,1.2,494486,1,0.05,200,28,639,covariate,0.616622832,0.786715758,"41, 61, 121, 141, 221, 301, 381, 201, 281, 361, 21, 101","21, 101, 161, 241, 81, 41, 141",26.41957712,45
Large,-3,1.2,494486,1,0.05,200,28,639,covariatebias,0.613372947,0.790771936,"61, 121, 141, 221, 301, 381, 201, 281, 361, 41, 21, 101","21, 101, 161, 341, 41, 61, 121, 201, 241, 81, 321, 381, 141, 281",22.52564335,45
Large,-3,1.2,494486,1,0.05,200,28,639,correlation_str,0.62195328,0.850987285,"21, 41, 61, 121, 141, 221, 301, 381",,72.72359467,45
Large,-3,1.2,494486,1,0.05,200,28,639,correlation_uns,1.126176244,0.780213513,"41, 61, 121, 141, 221, 301, 381, 281","21, 101, 161, 181, 241, 261, 281, 341, 201, 221, 301, 321, 361, 41, 121",72.72359467,45
Large,-3,1.2,494486,1,0.05,200,28,639,correlationbias_str,0.449198684,0.893102829,"21, 41, 61, 141, 221, 301, 381, 201, 281, 361, 121","321, 1, 81, 361, 141, 201, 221",64.13953757,45
Large,-3,1.2,494486,1,0.05,200,28,639,correlationbias_uns,0.474172566,0.892277107,"1, 21, 41, 61, 81, 141, 221, 301, 321, 381, 201, 281, 361, 121","101, 181, 201, 341, 21, 61, 81, 141, 261, 301, 241, 321, 381, 121, 221, 361",64.13953757,45
Large,-3,1.2,433532,1,0.05,200,5,63,structured,0.632131215,0.621834522,"21, 41, 61, 121, 141, 221, 101, 161, 201, 281, 301, 361, 181, 261, 341, 321, 381","1, 81, 181, 241, 281, 301, 361, 21, 41, 121, 221, 261, 321, 341, 201, 141, 161",63.47725344,46
Large,-3,1.2,433532,1,0.05,200,5,63,unstructured,1.937610684,0.084821531,"41, 61, 121, 141, 221, 301, 381, 201, 281, 361","1, 81, 161, 181, 241, 261, 321, 341, 21, 101, 201, 281",19.79893827,46
Large,-3,1.2,433532,1,0.05,200,5,63,joint,1.080221301,0.123104005,"41, 61, 121, 141, 221, 301, 381, 161, 281, 361, 201","1, 21, 41, 101, 121, 281, 321, 361, 61, 81, 141, 161, 201, 261, 301, 341, 181, 241",32.56329966,46
Large,-3,1.2,433532,1,0.05,200,5,63,unstructuredcov,3.406899994,0.503247454,"21, 41, 61, 121, 141, 221, 161, 101, 181, 261, 341, 361, 201, 241, 281, 321, 381","181, 241, 261, 341, 361, 381, 21, 41, 61, 101, 121, 141, 201, 221, 281, 301, 161",254.6957245,46
Large,-3,1.2,433532,1,0.05,200,5,63,jointcov,0.663965275,0.593644487,"21, 41, 61, 121, 141, 341, 101, 181, 201, 221, 281, 301, 361, 381, 161, 261, 321","1, 81, 101, 121, 161, 201, 221, 241, 281, 301, 361, 341, 381, 21, 321, 41, 141, 181, 261",547.1647322,46
Large,-3,1.2,433532,1,0.05,200,5,63,covariate,0.629268809,0.530252544,"1, 21, 41, 61, 121, 141, 101, 161, 181, 201, 281, 301, 361, 261, 341, 221, 241, 321, 381","1, 101, 121, 221, 281, 301, 321, 361, 21, 41, 81, 161, 241, 261, 341, 381, 201, 141, 181",20.97219872,46
