Scenario,lambda,env.beta,seed,sigma2x,kappa,nsamp,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Large,-3,1.2,388200,1,0.05,200,40,606,joint,1.06621015,0.496749246,"41, 61, 121, 141, 201, 221, 301, 381, 281","1, 21, 101, 181, 261, 341, 81, 161, 241, 361, 41, 121, 201",54.71284246,9
Large,-3,1.2,388200,1,0.05,200,40,606,unstructuredcov,4.312781577,0.889185918,"1, 41, 61, 81, 121, 141, 181, 201, 221, 301, 341, 161, 241, 321, 361","241, 281, 181, 201, 261, 321, 341, 361, 1, 21, 41, 101, 121, 141, 301, 381",39.89020753,9
Large,-3,1.2,388200,1,0.05,200,40,606,jointcov,0.429385697,0.887549945,"1, 41, 61, 121, 141, 201, 221, 301, 161, 241, 281, 341, 181, 361, 381","21, 41, 181, 261, 341, 361, 1, 121, 281, 61, 101, 301, 381, 81, 161, 201, 321",67.29378104,9
Large,-3,1.2,388200,1,0.05,200,40,606,covariate,0.600725951,0.789621601,"21, 41, 61, 121, 141, 201, 221, 301, 81, 101, 161, 241, 281, 321, 1, 361","1, 81, 121, 181, 201, 261, 281, 321, 221, 301, 341, 21, 61, 101, 381, 41, 141, 161, 241",28.314116,9
Large,-3,1.2,388200,1,0.05,200,40,606,covariatebias,0.573492719,0.782964778,"1, 21, 41, 61, 101, 121, 141, 201, 221, 301, 161, 241, 281, 321, 361","1, 121, 161, 181, 201, 261, 281, 21, 61, 101, 301, 321, 341, 381, 41, 81, 141, 241",18.14779568,9
Large,-3,1.2,388200,1,0.05,200,40,606,correlation_str,0.511163467,0.850851121,"1, 41, 61, 121, 141, 201, 221, 301, 381, 161, 241, 281, 181","21, 101, 181, 261, 281, 321, 341, 1, 141, 301, 41, 81, 201, 241",74.31831193,9
Large,-3,1.2,388200,1,0.05,200,40,606,correlation_uns,1.182437817,0.441182021,"41, 61, 121, 141, 201, 221, 301, 381, 281","1, 21, 101, 181, 261, 341, 361, 41, 121, 201",74.31831193,9
Large,-3,1.2,388200,1,0.05,200,40,606,correlationbias_str,0.451436199,0.886038845,"1, 41, 61, 121, 141, 201, 221, 301, 381, 81, 161, 241, 281, 321, 181, 361","21, 41, 101, 181, 261, 281, 321, 1, 201, 341, 61, 81, 301, 381, 121, 161, 241",63.29693985,9
Large,-3,1.2,388200,1,0.05,200,40,606,correlationbias_uns,0.43991397,0.892332292,"1, 41, 61, 81, 121, 141, 201, 221, 301, 161, 241, 281, 321, 341, 181, 361","21, 41, 261, 321, 361, 1, 121, 181, 201, 281, 341, 61, 81, 101, 301, 381, 141, 161",63.29693985,9
Large,-3,1.2,202915,1,0.05,200,34,496,structured,0.79060068,0.639885804,"21, 41, 61, 101, 121, 181, 201, 261, 281, 341, 381, 141, 221, 361, 1, 81, 161, 241, 321, 301","1, 61, 81, 141, 221, 241, 301, 321, 101, 121, 161, 181, 201, 281, 361, 381, 41, 341",22.97142386,10
Large,-3,1.2,202915,1,0.05,200,34,496,unstructured,2.100267625,0.561996142,"361, 381, 41, 61, 141, 221, 301, 121, 201, 281","1, 21, 81, 101, 241, 321, 161, 181, 261, 281, 341, 361, 41, 121",31.44379759,10
Large,-3,1.2,202915,1,0.05,200,34,496,joint,1.001655113,0.631166504,"281, 301, 361, 381, 41, 61, 141, 221, 81, 121, 161, 201","1, 21, 41, 101, 121, 181, 261, 341, 361, 201, 221",53.01582336,10
Large,-3,1.2,202915,1,0.05,200,34,496,unstructuredcov,4.332353719,0.771028767,"1, 81, 161, 241, 321, 61, 141, 221, 301, 381, 101, 181, 261, 281, 341, 361, 41","21, 41, 61, 121, 141, 221, 301, 381, 181, 201, 261, 281, 341, 361, 101",37.82250547,10
Large,-3,1.2,202915,1,0.05,200,34,496,jointcov,0.556803499,0.792763801,"41, 61, 121, 141, 221, 301, 181, 201, 261, 281, 341, 361, 1, 21, 81, 101, 161","1, 41, 61, 81, 161, 181, 201, 281, 121, 221, 241, 301, 381, 101, 261, 321, 21, 341, 361",64.86104035,10
Large,-3,1.2,202915,1,0.05,200,34,496,covariate,0.787981766,0.635981505,"21, 41, 101, 121, 181, 201, 261, 281, 341, 361, 381, 61, 141, 221, 301, 1, 81, 161, 241, 321","1, 61, 81, 141, 161, 221, 241, 301, 321, 21, 101, 121, 181, 201, 281, 361, 381, 41, 341",25.23060966,10
Large,-3,1.2,202915,1,0.05,200,34,496,covariatebias,0.740659512,0.645184219,"21, 101, 121, 181, 261, 381, 61, 141, 221, 281, 301, 341, 361, 1, 41, 81, 161, 241, 321","1, 41, 61, 81, 141, 161, 221, 241, 301, 321, 381, 21, 101, 121, 181, 201, 281, 341, 361",16.86091614,10
Large,-3,1.2,202915,1,0.05,200,34,496,correlation_str,0.751575979,0.665650651,"21, 41, 61, 101, 121, 181, 201, 261, 281, 361, 381, 141, 221, 301, 341, 1, 81, 161, 241, 321","1, 61, 81, 141, 221, 241, 301, 321, 21, 101, 181, 201, 281, 361, 381, 41, 121, 261, 341, 161",65.4327035,10
Large,-3,1.2,202915,1,0.05,200,34,496,correlation_uns,1.185558717,0.571557267,"381, 61, 141, 221, 301, 81, 201, 281, 361, 41","21, 41, 101, 121, 181, 201, 261, 281, 341, 361",65.4327035,10
Large,-3,1.2,202915,1,0.05,200,34,496,correlationbias_str,0.699462128,0.670927237,"21, 101, 121, 181, 381, 61, 141, 221, 261, 281, 301, 341, 361, 1, 41, 81, 161, 241, 321","1, 41, 61, 81, 141, 221, 241, 301, 321, 381, 21, 101, 121, 181, 201, 261, 281, 341, 361, 161",60.55276084,10
Large,-3,1.2,202915,1,0.05,200,34,496,correlationbias_uns,0.499370726,0.795792445,"1, 41, 61, 141, 161, 221, 241, 301, 181, 201, 261, 281, 341, 361, 21, 101, 121","101, 201, 241, 261, 281, 301, 341, 361, 1, 41, 61, 81, 121, 161, 181, 221, 381",60.55276084,10
Large,-3,1.2,285355,1,0.05,200,27,341,structured,0.602246729,0.585905809,"21, 41, 61, 141, 221, 341, 101, 181, 201, 261, 281, 361, 161, 241, 301, 321, 381, 1","21, 81, 101, 161, 181, 201, 221, 281, 301, 321, 361, 381, 1, 41, 61, 121, 141, 241, 341, 261",119.4349709,11
Large,-3,1.2,285355,1,0.05,200,27,341,unstructured,2.052575248,0.516187373,"61, 141, 221, 301, 381, 201, 281, 41","1, 21, 81, 101, 161, 181, 241, 261, 321",30.14228678,11
Large,-3,1.2,285355,1,0.05,200,27,341,joint,0.847765725,0.621441394,"141, 221, 301, 381, 61, 201, 281, 41, 361","21, 101, 121, 181, 201, 261, 281, 341, 41, 321, 1, 81, 161, 381, 361",67.43467879,11
Large,-3,1.2,285355,1,0.05,200,27,341,unstructuredcov,3.92812992,0.743101566,"61, 141, 161, 221, 241, 301, 381, 81, 341, 1, 361, 121, 321","21, 41, 101, 121, 161, 181, 281, 361, 141, 201, 221, 301, 381, 61, 341",37.42947912,11
Large,-3,1.2,285355,1,0.05,200,27,341,jointcov,0.381075879,0.824982683,"21, 41, 61, 101, 121, 141, 201, 221, 241, 281, 361, 81, 341, 1, 161, 301, 381, 321","1, 21, 81, 101, 181, 201, 221, 281, 321, 341, 41, 121, 261, 301, 361, 61, 161, 241, 381",71.61452508,11
Large,-3,1.2,285355,1,0.05,200,27,341,covariate,0.568398323,0.586551988,"21, 41, 61, 121, 141, 201, 221, 281, 301, 341, 101, 181, 261, 361, 241, 321, 381, 1","21, 101, 161, 181, 241, 281, 321, 1, 61, 81, 121, 141, 201, 221, 301, 381, 261, 341, 361, 41",18.74569869,11
Large,-3,1.2,285355,1,0.05,200,27,341,covariatebias,0.576925286,0.565167461,"21, 41, 61, 101, 121, 141, 201, 221, 281, 341, 181, 261, 361, 241, 301, 381, 1","21, 101, 161, 181, 241, 281, 321, 1, 61, 81, 121, 141, 201, 221, 381, 261, 341, 361, 41, 301",22.05426788,11
Large,-3,1.2,285355,1,0.05,200,27,341,correlation_str,0.471698993,0.737773435,"21, 41, 61, 121, 141, 201, 221, 281, 301, 341, 101, 181, 241, 261, 321, 361, 1, 81, 161, 381","21, 81, 101, 161, 181, 201, 241, 281, 321, 1, 61, 121, 141, 221, 41, 261, 341, 361, 381, 301",73.12048507,11
Large,-3,1.2,285355,1,0.05,200,27,341,correlation_uns,1.025628587,0.556730413,"21, 61, 81, 101, 141, 161, 221, 301, 321, 381, 1","21, 41, 101, 121, 181, 201, 261, 281, 341, 361, 221, 301, 381, 61",73.12048507,11
Large,-3,1.2,285355,1,0.05,200,27,341,correlationbias_str,0.451152915,0.761547343,"21, 41, 61, 101, 121, 141, 201, 221, 281, 341, 361, 181, 1, 81, 161, 241, 301, 381","1, 21, 81, 101, 161, 181, 221, 241, 261, 281, 301, 321, 381, 61, 121, 141, 201, 41, 341, 361",61.24686289,11
Large,-3,1.2,285355,1,0.05,200,27,341,correlationbias_uns,0.385440328,0.814731237,"21, 41, 61, 101, 201, 281, 301, 361, 381, 121, 221, 341, 1, 81, 161, 141, 241, 321","1, 21, 81, 101, 141, 181, 221, 261, 321, 341, 121, 361, 381, 41, 201, 281",61.24686289,11
Large,-3,1.2,339268,1,0.05,200,14,216,structured,0.576283431,0.612053404,"1, 21, 101, 141, 181, 201, 221, 241, 261, 301, 341, 381, 41, 61, 121, 281, 321, 361, 161","21, 81, 161, 201, 281, 361, 141, 241, 261, 321, 1, 101, 121, 181, 221, 301, 341, 41, 381",89.04308271,12
Large,-3,1.2,339268,1,0.05,200,14,216,unstructured,2.275615323,0.657512784,"41, 61, 121, 141, 221, 201, 281, 301, 361, 381","1, 81, 161, 241, 321, 21, 101, 181, 261, 341",35.03567076,12
Large,-3,1.2,339268,1,0.05,200,14,216,joint,1.240665813,0.660778925,"41, 61, 121, 141, 221, 201, 281, 301, 361, 381","1, 21, 81, 101, 161, 181, 241, 261, 321, 341",57.76714301,12
Large,-3,1.2,339268,1,0.05,200,14,216,unstructuredcov,4.168564626,0.823140167,"41, 101, 121, 181, 201, 261, 1, 81, 221, 281, 301, 321, 341, 361, 381, 61, 141, 161, 241","21, 61, 141, 161, 221, 241, 301, 321, 381, 181, 201, 101, 361",42.13652039,12
Large,-3,1.2,339268,1,0.05,200,14,216,jointcov,0.414325451,0.845307472,"41, 141, 181, 241, 261, 1, 61, 81, 201, 221, 281, 301, 341, 361, 381, 161","21, 41, 61, 81, 221, 241, 281, 321, 341, 361, 381, 101, 1, 161, 181, 201, 261",68.69544649,12
Large,-3,1.2,339268,1,0.05,200,14,216,covariate,0.633063712,0.675096764,"141, 181, 261, 341, 101, 121, 201, 221, 241, 281, 301, 321, 361, 381, 41, 61","41, 61, 81, 121, 201, 281, 301, 321, 361, 381, 181, 1, 21, 101, 241, 341, 161, 261",23.949893,12
Large,-3,1.2,339268,1,0.05,200,14,216,covariatebias,0.511505751,0.683215013,"61, 141, 161, 181, 221, 241, 261, 301, 321, 381, 101, 121, 201, 281, 361, 41","1, 81, 101, 121, 141, 161, 321, 361, 241, 261, 341, 21, 41, 281, 301, 61, 201, 221, 381",20.78267598,12
Large,-3,1.2,339268,1,0.05,200,14,216,correlation_str,0.700929806,0.751432072,"41, 61, 141, 181, 201, 221, 281, 301, 361, 381","21, 81, 141, 321, 1, 61, 161, 241, 261, 101, 181, 201, 281, 341, 361",61.22809863,12
Large,-3,1.2,339268,1,0.05,200,14,216,correlation_uns,1.182088838,0.655188719,"41, 61, 121, 141, 221, 241, 201, 281, 301, 361, 381","1, 21, 101, 181, 241, 261, 341, 81, 161",61.22809863,12
Large,-3,1.2,339268,1,0.05,200,14,216,correlationbias_str,0.44215846,0.829261906,"1, 41, 101, 141, 181, 221, 261, 301, 381, 61, 81, 281, 341, 361, 241, 161","21, 41, 161, 201, 241, 281, 301, 361, 61, 221, 261, 321, 1, 81, 121, 141, 341, 101",52.83459139,12
Large,-3,1.2,339268,1,0.05,200,14,216,correlationbias_uns,0.444061022,0.846692128,"41, 141, 181, 221, 261, 301, 381, 1, 61, 81, 281, 341, 361, 161, 241, 321","21, 41, 61, 161, 281, 301, 321, 341, 361, 101, 221, 241, 1, 81, 141, 181, 201, 261",52.83459139,12
Large,-3,1.2,869152,1,0.05,200,23,383,structured,0.703393908,0.709459715,"1, 21, 41, 61, 81, 121, 141, 221, 301, 361, 381, 161, 241, 201, 281, 321","21, 101, 161, 241, 321, 341, 281, 361, 41, 81, 121, 201, 261, 1, 61, 141, 181, 221, 301, 381",124.3563249,13
Large,-3,1.2,869152,1,0.05,200,23,383,unstructured,2.018969911,0.369582945,"41, 141, 221, 301, 381, 61, 201, 281","1, 21, 81, 101, 161, 181, 241, 261, 321, 341",26.79267192,13
Large,-3,1.2,869152,1,0.05,200,23,383,joint,1.071114059,0.443600417,"41, 141, 221, 301, 361, 381, 61, 121, 201, 281","21, 101, 181, 341, 261, 361, 1, 81, 121, 161, 241, 321, 281, 301",51.13781619,13
Large,-3,1.2,869152,1,0.05,200,23,383,unstructuredcov,3.911489805,0.799336246,"41, 361, 21, 161, 221, 241, 301, 321, 381, 1, 61, 101, 141, 181, 201, 81, 261","21, 61, 101, 161, 201, 241, 281, 321, 341, 141, 361, 381, 41, 121, 181, 221, 301",44.49819684,13
Large,-3,1.2,869152,1,0.05,200,23,383,jointcov,0.430029215,0.8112135,"21, 41, 161, 241, 321, 341, 361, 141, 221, 301, 381, 61, 201, 281","1, 61, 161, 181, 221, 281, 301, 341, 81, 141, 241, 261, 321, 361, 21, 41, 121, 201, 381",81.3484993,13
Large,-3,1.2,869152,1,0.05,200,23,383,covariate,0.567917735,0.730558318,"1, 21, 41, 61, 81, 121, 141, 221, 301, 361, 381, 201, 281, 321","101, 161, 201, 241, 321, 1, 141, 261, 281, 301, 361, 21, 81, 121, 181, 341, 41, 61, 221",22.23172808,13
Large,-3,1.2,869152,1,0.05,200,23,383,covariatebias,0.534693067,0.726566732,"1, 21, 41, 61, 81, 121, 141, 221, 301, 381, 361, 201, 281, 321","161, 181, 201, 241, 261, 1, 101, 141, 281, 301, 321, 341, 21, 81, 361, 41, 61, 121, 221",20.07889771,13
Large,-3,1.2,869152,1,0.05,200,23,383,correlation_str,0.580789137,0.740470759,"21, 41, 121, 141, 221, 301, 361, 381, 61, 201","81, 181, 261, 321, 1, 101, 161, 241, 281, 361, 41, 121, 201, 341, 21, 141",72.00235176,13
Large,-3,1.2,869152,1,0.05,200,23,383,correlation_uns,1.10029482,0.406661237,"141, 221, 241, 301, 321, 381, 41, 61, 201, 281","21, 101, 181, 341, 261, 361, 81, 121, 161, 201, 241, 281, 301, 321",72.00235176,13
Large,-3,1.2,869152,1,0.05,200,23,383,correlationbias_str,0.462764175,0.801455177,"21, 41, 121, 141, 221, 241, 301, 361, 381, 61, 201, 281, 321","21, 81, 101, 161, 201, 281, 321, 1, 181, 301, 341, 361, 41, 121, 261, 61, 241",58.02716351,13
Large,-3,1.2,869152,1,0.05,200,23,383,correlationbias_uns,0.476569487,0.836067621,"21, 41, 121, 241, 361, 221, 301, 381, 1, 61, 101, 141, 201, 321, 81, 281","1, 21, 61, 81, 101, 181, 221, 281, 301, 321, 141, 161, 261, 341, 361, 41, 121, 201, 241, 381",58.02716351,13
Large,-3,1.2,49566,1,0.05,200,31,257,structured,0.770755193,0.474654747,"1, 21, 141, 201, 321, 61, 81, 221, 301, 381, 121, 281, 101, 161","61, 101, 121, 141, 181, 201, 261, 281, 301, 21, 41, 161, 341, 1, 81, 361, 221, 381",109.5992067,14
Large,-3,1.2,49566,1,0.05,200,31,257,unstructured,2.210005117,0.603604615,"61, 121, 141, 201, 221, 281, 301, 361, 381, 41","1, 81, 161, 181, 241, 261, 321",33.33262157,14
Large,-3,1.2,49566,1,0.05,200,31,257,joint,0.890240406,0.677813937,"61, 121, 141, 201, 221, 281, 301, 321, 361, 381, 1, 41, 81, 161, 241","21, 101, 121, 141, 181, 201, 261, 281, 341, 361, 41, 221, 301, 381",68.08449364,14
Large,-3,1.2,49566,1,0.05,200,31,257,unstructuredcov,4.209032308,0.78954079,"1, 81, 121, 201, 281, 361, 41, 61, 141, 221, 321, 341, 21, 101, 181, 241, 161, 261, 381","61, 141, 221, 321, 41, 81, 121, 181, 301, 381, 201, 281, 361",35.0439043,14
Large,-3,1.2,49566,1,0.05,200,31,257,jointcov,0.437727205,0.854987033,"1, 61, 81, 121, 141, 221, 281, 341, 361, 41, 181, 301, 381, 201, 101, 161, 241, 321","1, 41, 61, 141, 161, 201, 221, 241, 281, 301, 321, 341, 381, 21, 361, 81, 181, 261, 121",63.13387704,14
Large,-3,1.2,49566,1,0.05,200,31,257,covariate,0.571821106,0.737437507,"1, 21, 61, 141, 321, 361, 41, 81, 121, 161, 221, 301, 201, 281, 341, 381, 101, 181","101, 161, 181, 201, 221, 241, 301, 341, 361, 381, 1, 61, 81, 261, 41, 121, 281, 321",18.82116747,14
Large,-3,1.2,49566,1,0.05,200,31,257,covariatebias,0.602160111,0.724989218,"1, 21, 61, 141, 221, 321, 361, 41, 81, 121, 161, 301, 381, 201, 281, 101","41, 61, 101, 141, 161, 181, 201, 221, 241, 341, 361, 381, 1, 81, 121, 261, 281, 301, 321",21.79022527,14
Large,-3,1.2,49566,1,0.05,200,31,257,correlation_str,0.433950688,0.848932353,"1, 61, 141, 201, 221, 281, 301, 321, 361, 381, 41, 81, 121, 161, 21, 101, 181","1, 81, 101, 121, 161, 241, 301, 321, 341, 381, 141, 261, 281, 41, 181, 61, 201, 221",71.39011097,14
Large,-3,1.2,49566,1,0.05,200,31,257,correlation_uns,1.079308698,0.633016251,"61, 81, 141, 201, 221, 241, 281, 301, 321, 381, 1, 41, 121, 161","21, 41, 121, 141, 181, 201, 281, 361, 101, 261, 341, 221, 301, 381",71.39011097,14
Large,-3,1.2,49566,1,0.05,200,31,257,correlationbias_str,0.440754959,0.848666367,"1, 61, 81, 141, 221, 361, 41, 121, 301, 381, 201, 281, 21, 101, 161, 321","81, 181, 201, 241, 281, 301, 381, 1, 21, 101, 141, 261, 341, 41, 161, 321, 361, 121",56.75629711,14
Large,-3,1.2,49566,1,0.05,200,31,257,correlationbias_uns,0.438902662,0.846799687,"1, 61, 81, 121, 141, 221, 361, 41, 301, 381, 201, 281, 101, 161, 321","1, 41, 81, 161, 201, 241, 301, 321, 341, 361, 381, 21, 141, 221, 261, 281, 181",56.75629711,14
Large,-3,1.2,123444,1,0.05,200,32,308,structured,0.680833406,0.769681272,"21, 41, 61, 81, 101, 121, 141, 181, 201, 221, 241, 301, 321, 341, 381, 261, 1","221, 361, 41, 101, 121, 181, 201, 261, 281, 301, 61, 141, 161, 341, 381, 81, 241, 321",65.52538657,15
Large,-3,1.2,123444,1,0.05,200,32,308,unstructured,1.877509129,0.662747172,"61, 141, 221, 301, 361, 41, 121, 201, 281, 381","1, 161, 241, 321, 341, 81, 181, 261, 21, 101",28.99283075,15
Large,-3,1.2,123444,1,0.05,200,32,308,joint,0.840623414,0.700920652,"61, 141, 221, 241, 301, 321, 381, 1, 81, 201, 21, 41, 101, 121, 161, 181","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 381, 361",50.98606801,15
Large,-3,1.2,123444,1,0.05,200,32,308,unstructuredcov,3.456955918,0.825169842,"1, 21, 81, 181, 261, 361, 41, 101, 121, 201, 221, 281, 301, 381, 61, 141, 241, 161","41, 61, 121, 141, 201, 221, 281, 301, 381, 1, 21, 101, 181, 261, 341",35.48350716,15
Large,-3,1.2,123444,1,0.05,200,32,308,jointcov,0.547889429,0.856636713,"41, 61, 121, 141, 201, 221, 241, 301, 341, 381, 261, 321, 1, 21, 81, 101, 181","1, 21, 41, 61, 81, 121, 181, 301, 361, 101, 201, 221, 261, 281, 341, 141, 241, 381, 161",57.6236341,15
Large,-3,1.2,123444,1,0.05,200,32,308,covariate,0.709216989,0.735086075,"21, 41, 61, 81, 101, 121, 141, 201, 221, 241, 281, 301, 321, 341, 381, 161, 181, 261, 1","221, 301, 361, 41, 101, 121, 181, 201, 261, 281, 341, 21, 141, 161, 381, 61, 81, 241, 321",26.09660292,15
Large,-3,1.2,123444,1,0.05,200,32,308,covariatebias,0.751975055,0.715889799,"21, 41, 61, 81, 121, 141, 161, 201, 221, 241, 281, 301, 321, 341, 381, 261, 1, 101, 181","221, 361, 21, 41, 101, 121, 181, 201, 261, 281, 341, 141, 161, 301, 381, 61, 81, 241, 321",22.92493463,15
Large,-3,1.2,123444,1,0.05,200,32,308,correlation_str,0.668626542,0.757281485,"1, 21, 61, 81, 121, 161, 221, 241, 301, 321, 341, 181, 261, 381, 141, 41, 101","21, 221, 301, 361, 381, 41, 101, 121, 141, 181, 201, 261, 281, 341, 61, 161, 241",63.38551164,15
Large,-3,1.2,123444,1,0.05,200,32,308,correlation_uns,0.910777329,0.693442165,"61, 141, 221, 241, 301, 161, 261, 321, 381, 1, 81, 21, 41, 101, 121, 181, 341","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 381",63.38551164,15
Large,-3,1.2,123444,1,0.05,200,32,308,correlationbias_str,0.588992063,0.846581804,"21, 41, 61, 121, 141, 201, 221, 241, 281, 301, 341, 381, 261, 321, 1, 81, 101, 181","21, 141, 301, 361, 41, 101, 121, 181, 201, 221, 261, 281, 341, 241, 381, 61, 161, 321",59.86425877,15
Large,-3,1.2,123444,1,0.05,200,32,308,correlationbias_uns,0.53935121,0.866058884,"41, 61, 121, 141, 201, 221, 241, 281, 301, 381, 261, 321, 341, 1, 21, 81, 101, 181","1, 21, 41, 81, 121, 141, 161, 181, 261, 361, 101, 221, 241, 281, 61, 201, 301, 381",59.86425877,15
Large,-3,1.2,941824,1,0.05,200,16,227,structured,0.631455634,0.330381171,"1, 21, 41, 81, 101, 121, 141, 181, 201, 221, 281, 301, 381, 161, 241, 321, 361, 61","1, 61, 81, 141, 161, 221, 241, 281, 361, 381, 41, 101, 201, 261, 321, 341, 21, 121, 181, 301",86.39970326,16
Large,-3,1.2,941824,1,0.05,200,16,227,unstructured,2.196746653,0.390875268,"41, 61, 121, 141, 221, 301, 381, 201, 281","1, 81, 161, 241, 261, 321, 21, 101, 181, 341",26.07514811,16
Large,-3,1.2,941824,1,0.05,200,16,227,joint,1.211729243,0.411223378,"41, 61, 141, 221, 301, 381, 121, 201, 281, 361","21, 81, 101, 181, 261, 321, 341, 1, 161",50.27983665,16
Large,-3,1.2,941824,1,0.05,200,16,227,unstructuredcov,4.242709111,0.762166022,"41, 61, 121, 141, 161, 201, 221, 321, 381, 301, 1, 81, 281, 361, 241","81, 141, 221, 281, 301, 361, 381, 341, 21, 101, 121, 181, 201, 241, 321, 1, 61",32.60045433,16
Large,-3,1.2,941824,1,0.05,200,16,227,jointcov,0.461673521,0.748475341,"41, 61, 121, 141, 161, 201, 221, 301, 321, 381, 1, 81, 281, 361","1, 21, 141, 161, 341, 361, 241, 261, 281, 101, 181, 301, 321, 41, 221, 381",56.72639632,16
Large,-3,1.2,941824,1,0.05,200,16,227,covariate,0.648259202,0.470729943,"41, 181, 281, 301, 61, 141, 201, 221, 261, 341, 381, 1, 21, 81, 101, 161, 241, 321, 361","1, 21, 61, 81, 121, 161, 221, 241, 261, 281, 301, 321, 341, 361, 381, 41, 101, 141, 181, 201",27.87693071,16
Large,-3,1.2,941824,1,0.05,200,16,227,covariatebias,0.62688407,0.460448747,"41, 101, 141, 181, 221, 281, 301, 61, 341, 381, 1, 21, 81, 201, 241, 261, 321, 361","1, 21, 41, 61, 81, 121, 141, 161, 201, 241, 261, 281, 301, 321, 341, 361, 381, 101, 221, 181",16.87110424,16
Large,-3,1.2,941824,1,0.05,200,16,227,correlation_str,0.604556177,0.616472762,"41, 61, 141, 221, 381, 201, 281, 301, 361, 81, 101","21, 81, 121, 201, 241, 261, 321, 341, 361, 1, 101, 161, 221, 381, 41, 181, 281, 301",65.55222082,16
Large,-3,1.2,941824,1,0.05,200,16,227,correlation_uns,1.278745413,0.39287043,"41, 61, 141, 221, 301, 381, 201","21, 101, 181, 261, 341, 281, 361, 81, 121, 201",65.55222082,16
Large,-3,1.2,941824,1,0.05,200,16,227,correlationbias_str,0.504550355,0.707882003,"41, 201, 281, 301, 321, 61, 141, 221, 381, 1, 81, 101, 361, 121","1, 21, 61, 81, 141, 161, 221, 261, 281, 301, 361, 381, 101, 341, 121, 241, 321, 41, 181, 201",52.65712643,16
Large,-3,1.2,941824,1,0.05,200,16,227,correlationbias_uns,0.453656442,0.765756267,"41, 61, 121, 161, 201, 281, 301, 321, 141, 221, 381, 1, 81, 361","1, 21, 81, 161, 201, 221, 261, 361, 381, 241, 281, 41, 61, 101, 181, 301, 321, 121, 341",52.65712643,16
Large,-3,1.2,195311,1,0.05,200,40,360,structured,0.496557717,0.779332307,"21, 61, 141, 221, 361, 101, 301, 41, 121, 161, 181, 201, 241, 261, 341, 81, 321, 381","1, 41, 61, 121, 141, 161, 181, 201, 261, 341, 221, 281, 321, 361, 381, 81, 241, 301",16.42455721,17
Large,-3,1.2,195311,1,0.05,200,40,360,unstructured,2.045417186,0.295494225,"41, 61, 141, 381, 201, 221, 281, 301, 361, 121","1, 81, 161, 181, 241, 321, 341, 21, 101, 261",34.47310209,17
Large,-3,1.2,195311,1,0.05,200,40,360,joint,0.862812924,0.437917733,"1, 61, 161, 241, 321, 21, 141, 221, 301, 381, 201, 281","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",64.61793852,17
Large,-3,1.2,195311,1,0.05,200,40,360,unstructuredcov,3.962877472,0.884299203,"1, 21, 81, 161, 241, 201, 261, 281, 301, 321, 341, 361, 221, 381, 61, 141","61, 141, 201, 221, 301, 341, 361, 381, 21, 101, 41, 121, 241, 261, 281, 181",30.50593162,17
Large,-3,1.2,195311,1,0.05,200,40,360,jointcov,0.348685722,0.903370645,"21, 61, 81, 141, 201, 221, 301, 361, 381, 101, 41, 261, 281, 321, 121, 161, 181, 241","1, 41, 81, 101, 121, 141, 161, 181, 201, 241, 261, 321, 341, 381, 361, 21, 61, 221, 301",58.1532135,17
Large,-3,1.2,195311,1,0.05,200,40,360,covariate,0.493009526,0.780065782,"21, 61, 141, 221, 361, 101, 301, 41, 121, 181, 201, 241, 261, 1, 81, 161, 321, 341, 381","1, 41, 61, 121, 141, 161, 181, 201, 261, 341, 221, 281, 321, 361, 381, 81, 241, 301",19.56750703,17
Large,-3,1.2,195311,1,0.05,200,40,360,covariatebias,0.496190493,0.785929402,"21, 61, 141, 221, 361, 101, 301, 41, 121, 161, 181, 201, 241, 261, 341, 81, 321, 381","1, 41, 121, 141, 161, 181, 201, 261, 341, 381, 221, 281, 321, 361, 61, 81, 241, 301",20.21972394,17
Large,-3,1.2,195311,1,0.05,200,40,360,correlation_str,0.3794953,0.876145813,"21, 61, 101, 141, 221, 361, 121, 281, 301, 41, 181, 201, 241, 261, 321, 341, 81, 161, 381","1, 41, 81, 101, 121, 161, 181, 201, 221, 241, 261, 301, 321, 341, 381, 61, 281, 21, 141, 361",65.42697167,17
Large,-3,1.2,195311,1,0.05,200,40,360,correlation_uns,1.022346356,0.30977745,"1, 61, 161, 241, 21, 141, 221, 301, 381, 321, 201, 281","21, 41, 101, 121, 181, 201, 261, 281, 341, 361, 141",65.42697167,17
Large,-3,1.2,195311,1,0.05,200,40,360,correlationbias_str,0.360664279,0.897089026,"21, 61, 81, 141, 221, 301, 361, 381, 101, 41, 121, 201, 241, 261, 281, 321, 161, 341","1, 41, 81, 101, 121, 141, 181, 201, 241, 261, 321, 341, 161, 361, 381, 21, 61, 221, 301, 281",60.30480886,17
